MVS0409.02L DateCode 03/26 SIGMA 100 Measurements per MVS #1
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
90,111,806,204,272,0,1,1
91,50,846,204,257,0,0,0
92,56,824,204,268,0,0,0
93,92,823,204,255,0,1,1
94,57,858,204,259,0,1,1
95,89,851,204,271,0,1,1
96,59,842,204,260,0,0,0
97,62,849,204,269,0,1,1
98,70,856,204,253,0,0,0
99,97,822,204,250,0,0,0
100,55,814,204,254,0,0,0
MVS0409.02L DateCode 03/26 SIGMA 100 Measurements per MVS  #9
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,328,632,204,245,0,1,1
2,97,592,204,204,1,0,1
3,154,464,204,255,0,1,1
4,174,413,204,204,1,1,1
5,94,436,204,248,0,1,1
6,134,353,204,204,1,1,1
7,132,745,204,235,0,1,1
8,140,793,204,249,0,0,0
9,214,752,204,248,0,1,1
10,130,833,204,260,0,1,1
11,63,834,204,257,0,0,0
12,54,785,204,245,0,0,0
13,74,640,204,246,0,1,1
14,340,620,204,239,0,1,1
15,1503,310,204,204,1,1,1
16,127,368,204,204,1,1,1
17,273,741,204,239,0,0,0
18,105,376,204,262,0,1,1
19,186,404,204,204,1,1,1
20,122,408,204,204,1,1,1
21,594,579,204,243,0,1,1
22,170,748,204,204,1,1,1
23,134,751,204,240,0,1,1
24,106,777,204,243,0,1,1
25,72,837,204,243,0,0,0
26,96,708,204,276,0,1,1
27,74,788,204,247,0,1,1
28,62,820,204,253,0,0,0
29,166,773,204,246,0,1,1
30,122,796,204,204,1,1,1
31,71,601,204,263,0,1,1
32,461,705,204,226,1,1,1
33,235,692,204,258,0,1,1
34,236,763,204,249,0,1,1
35,65,369,204,256,0,1,1
36,116,569,204,204,1,0,1
37,99,822,204,258,0,0,0
38,90,826,204,247,0,1,1
39,93,874,204,252,0,0,0
40,130,659,204,247,0,1,1
41,124,612,204,249,0,1,1
42,131,578,204,204,1,1,1
43,104,871,204,255,0,1,1
44,566,617,204,244,0,1,1
45,906,477,204,204,1,1,1
46,222,371,204,204,1,1,1
47,889,372,204,204,1,1,1
48,109,561,204,249,0,1,1
49,140,588,204,250,0,1,1
50,513,783,204,204,1,1,1
51,130,742,204,237,0,1,1
52,99,833,204,259,0,0,0
53,94,818,204,257,0,1,1
54,80,860,204,255,0,0,0
55,182,579,204,265,0,1,1
56,116,307,204,204,1,1,1
57,109,418,204,204,1,1,1
58,47,644,204,248,0,1,1
59,70,408,204,250,0,1,1
60,171,488,204,204,1,1,1
61,188,716,204,242,0,1,1
62,259,747,204,246,0,1,1
63,181,753,204,204,1,0,1
64,113,659,204,258,0,1,1
65,338,534,204,204,1,1,1
66,122,651,204,233,0,1,1
67,69,516,204,204,1,1,1
68,172,590,204,204,1,0,1
69,71,798,204,252,0,1,1
70,128,810,204,245,0,1,1
71,179,779,204,254,0,1,1
72,139,849,204,261,0,1,1
73,110,587,204,255,0,1,1
74,132,278,204,204,1,1,1
75,78,124,204,204,1,1,1
76,174,503,204,204,1,1,1
77,82,528,204,258,0,1,1
78,64,778,204,241,0,1,1
79,225,763,204,253,0,1,1
80,113,692,204,253,0,1,1
81,110,798,204,236,0,0,0
82,57,823,204,256,0,0,0
83,81,826,204,258,0,0,0
84,80,753,204,270,0,0,0
85,241,711,204,254,0,1,1
86,144,581,204,245,0,1,1
87,148,641,204,231,0,1,1
88,86,392,204,232,1,1,1
89,91,544,204,204,1,1,1
90,121,528,204,253,0,1,1
91,69,546,204,204,1,0,1
92,85,516,204,266,0,1,1
93,211,498,204,204,1,1,1
94,109,715,204,257,0,1,1
95,230,724,204,207,1,1,1
96,96,562,204,241,0,1,1
97,72,524,204,240,0,1,1
98,203,840,204,264,0,1,1
99,212,759,204,237,0,1,1
100,304,555,204,230,1,1,1
MVS0409.02L DateCode 03/26 SIGMA 100 Measurements per MVS  #10
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,92,840,204,284,0,1,1
2,94,816,204,261,0,0,0
3,134,826,204,256,0,1,1
4,111,683,204,262,0,1,1
5,125,859,204,216,0,0,0
6,75,865,204,261,0,0,0
7,89,891,204,260,0,0,0
8,66,861,204,248,0,0,0
9,62,897,204,258,0,0,0
10,88,899,204,261,0,0,0
11,103,884,204,252,0,1,1
12,131,858,204,262,0,1,1
13,96,914,204,242,0,0,0
14,157,869,204,269,0,1,1
15,101,869,204,250,0,0,0
16,89,886,204,258,0,0,0
17,83,887,204,256,0,0,0
18,133,819,204,263,0,1,1
19,123,873,204,259,0,1,1
20,102,861,204,245,0,1,1
21,77,878,204,259,0,0,0
22,75,878,204,260,0,0,0
23,65,897,204,267,0,0,0
24,64,858,204,259,0,0,0
25,95,865,204,272,0,0,0
26,95,848,204,267,0,0,0
27,124,831,204,250,0,0,0
28,99,889,204,252,0,0,0
29,95,841,204,259,0,1,1
30,82,872,204,250,0,0,0
31,120,857,204,258,0,0,0
32,122,861,204,266,0,1,1
33,119,843,204,259,0,1,1
34,124,678,204,258,0,1,1
35,72,833,204,247,0,0,0
36,40,870,204,268,0,0,0
37,93,881,204,266,0,0,0
38,95,901,204,267,0,1,1
39,98,901,204,257,0,0,0
40,124,863,204,257,0,0,0
41,90,878,204,254,0,0,0
42,99,890,204,252,0,0,0
43,81,885,204,257,0,0,0
44,128,828,204,262,0,1,1
45,128,860,204,255,0,1,1
46,75,874,204,262,0,0,0
47,52,914,204,262,0,0,0
48,68,908,204,270,0,0,0
49,86,886,204,254,0,0,0
50,57,897,204,255,0,0,0
51,135,864,204,253,0,1,1
52,109,883,204,234,0,0,0
53,96,894,204,253,0,0,0
54,82,903,204,261,0,0,0
55,84,854,204,254,0,0,0
56,90,868,204,260,0,0,0
57,88,858,204,267,0,0,0
58,94,856,204,259,0,0,0
59,104,876,204,264,0,1,1
60,81,849,204,260,0,0,0
61,155,892,204,262,0,1,1
62,126,889,204,256,0,1,1
63,73,921,204,255,0,0,0
64,122,923,204,258,0,0,0
65,104,927,204,256,0,0,0
66,118,913,204,256,0,1,1
67,104,877,204,268,0,0,0
68,107,894,204,254,0,0,0
69,101,858,204,262,0,1,1
70,117,850,204,249,0,1,1
71,93,880,204,259,0,0,0
72,76,874,204,254,0,0,0
73,62,897,204,263,0,0,0
74,88,871,204,266,0,0,0
75,73,893,204,259,0,0,0
76,74,915,204,269,0,0,0
77,117,924,204,259,0,0,0
78,105,919,204,255,0,0,0
79,119,900,204,256,0,0,0
80,119,909,204,261,0,0,0
81,138,886,204,249,0,0,0
82,106,854,204,255,0,0,0
83,141,862,204,266,0,1,1
84,116,856,204,250,0,0,0
85,87,843,204,254,0,0,0
86,78,910,204,255,0,0,0
87,62,906,204,266,0,0,0
88,74,900,204,253,0,1,1
89,113,933,204,259,0,0,0
90,74,947,204,267,0,0,0
91,58,918,204,287,0,0,0
92,59,910,204,278,0,0,0
93,130,850,204,266,0,0,0
94,101,850,204,245,0,0,0
95,100,844,204,263,0,1,1
96,97,833,204,247,0,0,0
97,98,793,204,253,0,0,0
98,102,864,204,258,0,0,0
99,77,663,204,249,0,1,1
100,84,632,204,204,1,1,1
MVS0409.02L DateCode 03/26 SIGMA 100 Measurements per MVS #11
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,60,780,204,253,0,0,0
2,49,814,204,273,0,0,0
3,67,770,204,252,0,0,0
4,78,813,204,249,0,0,0
5,79,826,204,280,0,0,0
6,98,815,204,263,0,1,1
7,70,762,204,252,0,0,0
8,77,796,204,246,0,0,0
9,146,762,204,209,1,1,1
10,118,745,204,240,0,1,1
11,93,772,204,251,0,1,1
12,72,801,204,241,0,0,0
13,127,802,204,248,0,1,1
14,67,826,204,235,0,0,0
15,78,789,204,259,0,0,0
16,42,771,204,247,0,0,0
17,101,839,204,271,0,1,1
18,68,817,204,261,0,0,0
19,90,783,204,257,0,0,0
20,60,817,204,264,0,0,0
21,84,753,204,246,0,1,1
22,63,780,204,261,0,0,0
23,89,750,204,264,0,0,0
24,80,758,204,245,0,0,0
25,65,760,204,254,0,0,0
26,79,830,204,269,0,0,0
27,99,759,204,260,0,0,0
28,73,753,204,255,0,0,0
29,95,789,204,253,0,0,0
30,59,763,204,268,0,0,0
31,56,788,204,254,0,0,0
32,113,802,204,252,0,1,1
33,100,802,204,240,0,0,0
34,62,790,204,268,0,0,0
35,93,759,204,260,0,0,0
36,366,679,204,251,0,1,1
37,83,799,204,237,0,0,0
38,77,811,204,246,0,0,0
39,284,784,204,251,0,0,0
40,65,846,204,249,0,0,0
41,99,769,204,269,0,0,0
42,60,811,204,234,0,0,0
43,60,770,204,262,0,0,0
44,61,751,204,267,0,0,0
45,79,824,204,261,0,0,0
46,91,784,204,261,0,1,1
47,73,725,204,246,0,0,0
48,102,746,204,240,0,1,1
49,73,733,204,250,0,0,0
50,94,786,204,257,0,0,0
51,88,811,204,256,0,0,0
52,71,813,204,256,0,0,0
53,80,799,204,261,0,0,0
54,59,800,204,257,0,0,0
55,119,868,204,280,0,1,1
56,82,845,204,237,0,0,0
57,99,815,204,249,0,0,0
58,78,753,204,257,0,0,0
59,54,825,204,283,0,0,0
60,74,807,204,247,0,1,1
61,108,827,204,259,0,1,1
62,84,819,204,259,0,0,0
63,101,791,204,266,0,0,0
64,115,819,204,262,0,0,0
65,49,853,204,261,0,0,0
66,110,806,204,263,0,0,0
67,58,829,204,255,0,0,0
68,66,821,204,259,0,0,0
69,108,771,204,260,0,1,1
70,53,782,204,255,0,0,0
71,67,777,204,255,0,0,0
72,48,734,204,253,0,0,0
73,72,755,204,246,0,0,0
74,61,749,204,259,0,0,0
75,81,754,204,262,0,1,1
76,55,778,204,268,0,0,0
77,83,786,204,265,0,0,0
78,89,797,204,253,0,0,0
79,76,812,204,263,0,0,0
80,58,816,204,261,0,0,0
81,57,787,204,269,0,0,0
82,53,793,204,254,0,0,0
83,44,800,204,256,0,0,0
84,90,778,204,253,0,0,0
85,109,767,204,254,0,0,0
86,120,772,204,247,0,0,0
87,59,807,204,265,0,0,0
88,100,807,204,264,0,0,0
89,71,815,204,275,0,0,0
90,63,788,204,243,0,0,0
91,59,837,204,284,0,0,0
92,84,789,204,254,0,0,0
93,87,746,204,255,0,0,0
94,38,812,204,251,0,0,0
95,68,705,204,255,0,0,0
96,70,739,204,249,0,0,0
97,62,767,204,255,0,0,0
98,52,749,204,256,0,0,0
99,86,790,204,256,0,0,0
100,87,738,204,259,0,0,0
MVS0409.02L DateCode 03/26 SIGMA 100 Measurements per MVS #12
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,56,840,204,257,0,0,0
2,119,840,204,265,0,1,1
3,65,625,204,255,0,1,1
4,48,781,204,217,0,0,0
5,48,834,204,241,0,0,0
6,56,868,204,256,0,1,1
7,52,863,204,264,0,0,0
8,80,861,204,251,0,0,0
9,108,840,204,262,0,1,1
10,76,832,204,274,0,0,0
11,80,827,204,252,0,0,0
12,83,847,204,264,0,0,0
13,61,863,204,262,0,0,0
14,92,877,204,251,0,1,1
15,101,864,204,261,0,1,1
16,72,845,204,265,0,0,0
17,44,873,204,255,0,0,0
18,60,868,204,266,0,1,1
19,91,849,204,261,0,0,0
20,50,869,204,267,0,0,0
21,51,858,204,252,0,0,0
22,54,833,204,260,0,0,0
23,63,822,204,251,0,0,0
24,64,808,204,256,0,0,0
25,52,833,204,259,0,0,0
26,69,852,204,256,0,1,1
27,85,830,204,261,0,1,1
28,103,812,204,256,0,1,1
29,86,826,204,255,0,0,0
30,38,837,204,288,0,0,0
31,78,829,204,260,0,1,1
32,79,819,204,259,0,1,1
33,54,811,204,247,0,0,0
34,67,798,204,247,0,1,1
35,77,837,204,258,0,1,1
36,60,807,204,257,0,0,0
37,69,788,204,252,0,0,0
38,53,847,204,259,0,0,0
39,51,854,204,258,0,0,0
40,69,846,204,265,0,0,0
41,56,857,204,270,0,0,0
42,73,846,204,256,0,0,0
43,50,863,204,244,0,0,0
44,59,834,204,261,0,0,0
45,77,883,204,264,0,0,0
46,52,851,204,252,0,0,0
47,64,802,204,258,0,0,0
48,88,781,204,258,0,0,0
49,50,755,204,249,0,0,0
50,93,848,204,258,0,1,1
51,42,823,204,268,0,0,0
52,51,856,204,258,0,0,0
53,51,862,204,261,0,0,0
54,51,867,204,259,0,1,1
55,36,856,204,268,0,0,0
56,94,848,204,262,0,0,0
57,53,802,204,265,0,0,0
58,81,841,204,253,0,0,0
59,53,494,204,253,0,1,1
60,37,527,204,204,1,0,1
61,65,776,204,258,0,0,0
62,54,794,204,261,0,0,0
63,42,810,204,256,0,0,0
64,80,841,204,261,0,0,0
65,61,815,204,256,0,0,0
66,53,362,204,256,0,1,1
67,88,587,204,204,1,0,1
68,46,863,204,263,0,0,0
69,55,860,204,264,0,1,1
70,60,821,204,264,0,0,0
71,71,633,204,256,0,1,1
72,77,800,204,241,0,0,0
73,66,831,204,242,0,1,1
74,52,788,204,266,0,0,0
75,52,802,204,255,0,1,1
76,64,816,204,245,0,0,0
77,79,841,204,280,0,0,0
78,56,828,204,261,0,0,0
79,103,841,204,262,0,0,0
80,48,388,204,252,0,1,1
81,58,559,204,204,1,0,1
82,62,807,204,248,0,0,0
83,52,779,204,251,0,0,0
84,68,797,204,252,0,0,0
85,66,824,204,256,0,0,0
86,101,810,204,256,0,0,0
87,88,786,204,257,0,0,0
88,57,790,204,253,0,1,1
89,42,818,204,257,0,0,0
90,95,844,204,260,0,0,0
91,84,844,204,259,0,0,0
92,72,872,204,244,0,0,0
93,80,864,204,263,0,0,0
94,84,849,204,263,0,1,1
95,48,869,204,264,0,0,0
96,89,867,204,258,0,0,0
97,79,841,204,260,0,1,1
98,81,833,204,262,0,0,0
99,47,822,204,259,0,0,0
100,83,816,204,263,0,0,0
MVS0409.02L DateCode 03/26 SIGMA 100 Measurements per MVS #13
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,250,626,204,248,0,1,1
2,47,603,204,204,1,0,1
3,89,854,204,259,0,0,0
4,173,782,204,252,0,1,1
5,54,840,204,253,0,1,1
6,68,825,204,222,0,0,0
7,50,837,204,254,0,0,0
8,137,799,204,252,0,1,1
9,115,823,204,257,0,1,1
10,140,818,204,257,0,1,1
11,84,758,204,241,0,0,0
12,94,599,204,249,0,1,1
13,1537,717,204,204,1,0,1
14,66,826,204,251,0,0,0
15,219,659,204,241,0,1,1
16,61,803,204,240,0,0,0
17,87,826,204,270,0,1,1
18,121,816,204,254,0,1,1
19,163,656,204,254,0,1,1
20,670,573,204,204,1,0,1
21,91,795,204,258,0,1,1
22,90,785,204,247,0,1,1
23,341,759,204,245,0,1,1
24,265,740,204,204,1,1,1
25,117,742,204,259,0,1,1
26,105,798,204,238,0,1,1
27,286,667,204,254,0,1,1
28,56,789,204,237,0,0,0
29,74,778,204,257,0,1,1
30,86,807,204,257,0,1,1
31,96,805,204,256,0,1,1
32,48,838,204,247,0,0,0
33,93,823,204,241,0,1,1
34,128,782,204,255,0,0,0
35,93,799,204,252,0,1,1
36,108,744,204,245,0,0,0
37,78,778,204,241,0,1,1
38,115,544,204,258,0,1,1
39,129,451,204,204,1,1,1
40,1160,599,204,204,1,0,1
41,52,803,204,254,0,0,0
42,76,802,204,258,0,1,1
43,66,804,204,246,0,0,0
44,85,839,204,275,0,0,0
45,45,832,204,276,0,0,0
46,183,790,204,247,0,1,1
47,81,830,204,265,0,0,0
48,115,803,204,246,0,1,1
49,76,798,204,261,0,1,1
50,105,764,204,246,0,1,1
51,77,780,204,248,0,0,0
52,116,787,204,266,0,0,0
53,70,776,204,249,0,0,0
54,90,790,204,233,0,1,1
55,188,553,204,255,0,1,1
56,74,549,204,204,1,1,1
57,56,814,204,248,0,0,0
58,152,812,204,242,0,1,1
59,56,831,204,243,0,0,0
60,128,792,204,252,0,1,1
61,98,817,204,244,0,1,1
62,127,809,204,254,0,1,1
63,2466,617,204,249,0,1,1
64,324,810,204,204,1,1,1
65,109,822,204,253,0,1,1
66,98,784,204,245,0,1,1
67,115,849,204,266,0,0,0
68,119,737,204,262,0,1,1
69,86,797,204,236,0,0,0
70,71,853,204,244,0,0,0
71,40,858,204,278,0,0,0
72,179,764,204,249,0,1,1
73,83,817,204,245,0,1,1
74,89,830,204,254,0,1,1
75,112,803,204,252,0,1,1
76,108,829,204,250,0,1,1
77,47,833,204,250,0,0,0
78,74,818,204,245,0,1,1
79,103,814,204,241,0,0,0
80,160,816,204,253,0,0,0
81,92,825,204,254,0,0,0
82,52,813,204,266,0,0,0
83,72,821,204,266,0,1,1
84,142,799,204,255,0,1,1
85,98,792,204,236,0,1,1
86,131,679,204,257,0,1,1
87,76,810,204,246,0,1,1
88,126,812,204,265,0,1,1
89,78,810,204,260,0,0,0
90,66,803,204,270,0,0,0
91,54,810,204,250,0,0,0
92,305,735,204,275,0,1,1
93,57,793,204,248,0,0,0
94,59,814,204,252,0,0,0
95,76,784,204,254,0,1,1
96,51,812,204,259,0,0,0
97,79,813,204,258,0,1,1
98,85,756,204,265,0,1,1
99,74,787,204,263,0,0,0
100,143,807,204,263,0,1,1
MVS0409.02L DateCode 03/26 SIGMA 100 Measurements per MVS #14
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,123,812,204,260,0,1,1
2,102,858,204,246,0,0,0
3,88,840,204,272,0,0,0
4,115,781,204,262,0,1,1
5,111,779,204,257,0,1,1
6,87,825,204,261,0,0,0
7,115,790,204,249,0,1,1
8,67,782,204,249,0,1,1
9,98,801,204,241,0,1,1
10,97,833,204,269,0,1,1
11,91,831,204,260,0,0,0
12,82,814,204,248,0,1,1
13,72,824,204,255,0,0,0
14,113,809,204,254,0,1,1
15,82,813,204,250,0,0,0
16,102,757,204,248,0,1,1
17,59,780,204,242,0,0,0
18,125,780,204,254,0,1,1
19,81,814,204,248,0,0,0
20,101,803,204,264,0,1,1
21,70,821,204,253,0,0,0
22,110,803,204,268,0,1,1
23,141,797,204,251,0,1,1
24,100,814,204,252,0,1,1
25,163,621,204,260,0,1,1
26,96,533,204,204,1,1,1
27,63,812,204,251,0,0,0
28,118,793,204,247,0,1,1
29,61,800,204,257,0,0,0
30,144,761,204,252,0,1,1
31,86,764,204,257,0,1,1
32,135,798,204,258,0,1,1
33,96,821,204,268,0,1,1
34,100,802,204,262,0,1,1
35,122,807,204,262,0,1,1
36,96,805,204,246,0,1,1
37,334,761,204,255,0,1,1
38,173,753,204,236,0,1,1
39,111,782,204,245,0,0,0
40,88,811,204,256,0,1,1
41,126,775,204,244,0,1,1
42,89,757,204,251,0,1,1
43,101,757,204,255,0,0,0
44,109,828,204,247,0,1,1
45,111,792,204,256,0,1,1
46,79,790,204,249,0,1,1
47,97,781,204,258,0,1,1
48,131,810,204,254,0,1,1
49,151,799,204,240,0,1,1
50,102,818,204,255,0,1,1
51,186,763,204,261,0,1,1
52,96,487,204,243,0,1,1
53,73,528,204,204,1,1,1
54,123,651,204,211,1,1,1
55,126,782,204,251,0,1,1
56,144,768,204,254,0,1,1
57,112,699,204,252,0,1,1
58,84,791,204,245,0,1,1
59,90,781,204,244,0,1,1
60,206,632,204,262,0,1,1
61,415,730,204,204,1,1,1
62,103,789,204,246,0,1,1
63,82,825,204,253,0,1,1
64,62,821,204,246,0,1,1
65,423,688,204,228,0,1,1
66,67,775,204,240,0,0,0
67,96,821,204,256,0,1,1
68,123,801,204,229,0,1,1
69,52,799,204,249,0,0,0
70,103,809,204,264,0,1,1
71,83,802,204,256,0,1,1
72,74,801,204,262,0,1,1
73,70,813,204,260,0,1,1
74,108,799,204,259,0,1,1
75,127,783,204,242,0,1,1
76,125,804,204,251,0,1,1
77,79,836,204,252,0,1,1
78,106,819,204,251,0,0,0
79,126,774,204,250,0,1,1
80,66,802,204,242,0,0,0
81,119,802,204,252,0,1,1
82,69,787,204,256,0,0,0
83,98,799,204,266,0,0,0
84,79,821,204,264,0,0,0
85,66,825,204,251,0,0,0
86,80,819,204,251,0,0,0
87,89,733,204,248,0,1,1
88,101,801,204,256,0,0,0
89,132,729,204,252,0,1,1
90,1184,762,204,204,1,1,1
91,53,798,204,250,0,0,0
92,113,779,204,242,0,1,1
93,124,790,204,246,0,1,1
94,76,840,204,254,0,0,0
95,77,754,204,263,0,1,1
96,112,780,204,257,0,1,1
97,65,841,204,239,0,0,0
98,88,802,204,253,0,1,1
99,110,822,204,258,0,1,1
100,110,771,204,255,0,1,1
MVS0409.02L DateCode 03/26 SIGMA 100 Measurements per MVS #15
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,141,814,204,255,0,1,1
2,77,876,204,268,0,0,0
3,60,847,204,248,0,0,0
4,82,793,204,268,0,0,0
5,73,870,204,274,0,0,0
6,312,823,204,256,0,1,1
7,126,843,204,280,0,1,1
8,130,764,204,253,0,1,1
9,103,831,204,252,0,1,1
10,104,820,204,245,0,1,1
11,81,817,204,254,0,1,1
12,97,833,204,254,0,1,1
13,83,813,204,233,0,0,0
14,71,838,204,257,0,1,1
15,83,821,204,267,0,0,0
16,77,853,204,258,0,0,0
17,197,788,204,244,0,1,1
18,88,846,204,269,0,1,1
19,98,826,204,264,0,0,0
20,93,829,204,269,0,1,1
21,85,821,204,264,0,1,1
22,85,820,204,254,0,0,0
23,74,839,204,259,0,0,0
24,181,819,204,261,0,1,1
25,76,851,204,249,0,0,0
26,98,852,204,267,0,1,1
27,86,840,204,249,0,1,1
28,93,858,204,245,0,0,0
29,119,824,204,253,0,1,1
30,108,826,204,253,0,0,0
31,97,816,204,266,0,1,1
32,64,855,204,241,0,1,1
33,102,816,204,271,0,1,1
34,91,840,204,251,0,1,1
35,141,849,204,250,0,1,1
36,150,471,204,240,0,1,1
37,1093,726,204,204,1,1,1
38,96,852,204,242,0,1,1
39,77,883,204,246,0,1,1
40,209,827,204,258,0,1,1
41,130,763,204,266,0,1,1
42,243,770,204,204,1,1,1
43,113,837,204,261,0,0,0
44,64,865,204,251,0,0,0
45,128,823,204,250,0,1,1
46,89,823,204,246,0,0,0
47,50,855,204,247,0,0,0
48,97,843,204,250,0,0,0
49,88,788,204,264,0,1,1
50,214,808,204,253,0,1,1
51,74,855,204,261,0,0,0
52,125,834,204,254,0,1,1
53,98,854,204,251,0,1,1
54,96,841,204,265,0,1,1
55,116,865,204,237,0,1,1
56,73,830,204,254,0,1,1
57,115,854,204,259,0,1,1
58,125,819,204,257,0,1,1
59,117,805,204,258,0,1,1
60,189,816,204,268,0,1,1
61,88,847,204,257,0,0,0
62,134,846,204,255,0,1,1
63,83,849,204,252,0,1,1
64,65,835,204,249,0,0,0
65,78,856,204,249,0,0,0
66,143,821,204,264,0,1,1
67,72,839,204,256,0,1,1
68,122,797,204,255,0,1,1
69,102,849,204,242,0,0,0
70,99,815,204,263,0,0,0
71,68,841,204,258,0,0,0
72,63,829,204,258,0,0,0
73,81,825,204,273,0,1,1
74,49,804,204,270,0,0,0
75,52,834,204,261,0,0,0
76,73,854,204,261,0,1,1
77,90,839,204,257,0,1,1
78,92,841,204,266,0,0,0
79,54,836,204,252,0,0,0
80,75,868,204,265,0,1,1
81,76,844,204,250,0,1,1
82,106,835,204,258,0,1,1
83,159,852,204,255,0,1,1
84,159,865,204,258,0,1,1
85,127,868,204,252,0,1,1
86,99,856,204,275,0,1,1
87,140,829,204,255,0,1,1
88,86,891,204,268,0,0,0
89,121,853,204,251,0,1,1
90,98,823,204,251,0,0,0
91,117,843,204,254,0,0,0
92,205,815,204,264,0,1,1
93,173,733,204,247,0,1,1
94,67,850,204,248,0,0,0
95,96,857,204,263,0,0,0
96,91,889,204,268,0,1,1
97,82,878,204,236,0,1,1
98,62,887,204,243,0,0,0
99,110,880,204,261,0,0,0
100,134,877,204,264,0,1,1
MVS0409.02L DateCode 03/26 SIGMA 100 Measurements per MVS #16
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,116,873,204,251,0,0,0
2,166,855,204,254,0,1,1
3,109,848,204,233,0,1,1
4,161,861,204,257,0,1,1
5,130,874,204,244,0,0,0
6,79,905,204,260,0,0,0
7,138,922,204,250,0,1,1
8,106,942,204,263,0,0,0
9,141,909,204,259,0,0,0
10,135,910,204,249,0,0,0
11,99,921,204,258,0,0,0
12,127,915,204,235,0,0,0
13,130,936,204,256,0,0,0
14,100,883,204,253,0,0,0
15,287,861,204,256,0,1,1
16,114,878,204,246,0,1,1
17,86,895,204,260,0,1,1
18,83,889,204,250,0,0,0
19,96,903,204,256,0,1,1
20,77,919,204,237,0,0,0
21,124,925,204,258,0,0,0
22,109,928,204,265,0,1,1
23,98,920,204,250,0,0,0
24,153,893,204,255,0,1,1
25,119,932,204,254,0,0,0
26,96,951,204,252,0,0,0
27,125,933,204,270,0,0,0
28,133,922,204,256,0,1,1
29,129,555,204,254,0,1,1
30,143,617,204,204,1,1,1
31,89,845,204,243,0,0,0
32,79,894,204,248,0,0,0
33,65,870,204,250,0,0,0
34,108,868,204,271,0,0,0
35,73,894,204,248,0,0,0
36,120,882,204,250,0,1,1
37,98,919,204,259,0,0,0
38,104,903,204,255,0,1,1
39,123,756,204,256,0,1,1
40,118,916,204,251,0,0,0
41,115,907,204,261,0,0,0
42,132,856,204,251,0,0,0
43,106,858,204,250,0,0,0
44,95,864,204,247,0,0,0
45,76,885,204,256,0,0,0
46,89,866,204,249,0,0,0
47,89,884,204,258,0,0,0
48,70,908,204,239,0,0,0
49,108,887,204,262,0,1,1
50,100,903,204,258,0,0,0
51,108,929,204,249,0,0,0
52,104,904,204,254,0,0,0
53,127,929,204,248,1,0,1
54,118,907,204,255,0,0,0
55,78,884,204,259,0,0,0
56,134,884,204,249,0,1,1
57,81,838,204,251,0,0,0
58,87,847,204,256,0,1,1
59,76,877,204,247,0,0,0
60,121,862,204,255,0,0,0
61,112,901,204,252,0,0,0
62,142,871,204,255,0,1,1
63,140,918,204,250,0,1,1
64,117,908,204,252,0,1,1
65,123,910,204,251,0,0,0
66,131,932,204,247,0,0,0
67,116,920,204,274,0,0,0
68,109,882,204,247,0,0,0
69,108,876,204,251,0,0,0
70,177,848,204,255,0,1,1
71,77,881,204,264,0,0,0
72,159,870,204,256,0,1,1
73,80,875,204,254,0,0,0
74,109,841,204,250,0,0,0
75,105,900,204,250,0,0,0
76,87,896,204,236,0,0,0
77,78,887,204,255,0,0,0
78,99,906,204,248,0,0,0
79,105,919,204,250,0,0,0
80,111,870,204,254,0,0,0
81,105,892,204,256,0,0,0
82,113,859,204,243,0,1,1
83,92,884,204,251,0,1,1
84,122,855,204,252,0,0,0
85,68,883,204,275,0,0,0
86,84,918,204,257,0,0,0
87,83,937,204,281,0,0,0
88,100,912,204,248,0,0,0
89,129,935,204,262,0,0,0
90,99,927,204,283,0,0,0
91,118,922,204,249,0,1,1
92,99,908,204,251,0,1,1
93,117,927,204,252,0,0,0
94,191,858,204,257,0,1,1
95,122,849,204,249,0,1,1
96,148,839,204,251,0,1,1
97,120,876,204,249,0,0,0
98,139,833,204,247,0,1,1
99,100,886,204,244,0,0,0
100,110,882,204,257,0,0,0
MVS0409.02L DateCode 03/26 SIGMA 100 Measurements per MVS #17
