MVS0409.02L SIGMA 100 Measurements per MVS | MVS Nr.: 8
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
87,38,15,203,203,1,1,1
88,46,12,203,203,1,1,1
89,25,271,203,203,1,0,1
90,25,640,203,248,0,0,0
91,33,248,203,244,0,1,1
92,42,244,203,203,1,1,1
93,37,592,203,237,0,0,0
94,60,658,203,259,0,1,1
95,35,604,203,248,0,0,0
96,23,692,203,238,0,0,0
97,60,715,203,257,0,1,1
98,55,742,203,240,0,0,0
99,51,727,203,246,0,0,0
100,44,714,203,253,0,0,0
MVS0409.02L SIGMA 100 Measurements per MVS | MVS Nr.: 10
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,40,558,203,250,0,1,1
2,27,611,203,238,0,0,0
3,41,453,203,250,0,1,1
4,32,628,203,252,0,0,0
5,40,713,203,253,0,1,1
6,134,646,203,203,1,1,1
7,41,677,203,249,0,0,0
8,61,619,203,243,0,1,1
9,58,659,203,246,1,0,1
10,31,689,203,247,0,0,0
11,47,689,203,231,0,0,0
12,33,709,203,249,0,0,0
13,71,603,203,241,0,1,1
14,26,720,203,257,0,0,0
15,59,666,203,257,0,1,1
16,32,546,203,239,1,1,1
17,31,687,203,252,0,1,1
18,35,579,203,258,0,1,1
19,22,448,203,247,0,1,1
20,24,646,203,254,0,0,0
21,35,523,203,242,0,0,0
22,28,383,203,249,0,1,1
23,23,377,203,203,1,0,1
24,20,599,203,249,0,0,0
25,35,649,203,253,0,0,0
26,16,243,203,242,0,1,1
27,38,293,203,203,1,1,1
28,17,481,203,238,0,1,1
29,12,255,203,250,0,1,1
30,22,106,203,203,1,1,1
31,25,553,203,244,0,0,0
32,33,584,203,254,0,1,1
33,13,256,203,252,0,1,1
34,41,388,203,203,1,0,1
35,28,422,203,241,0,1,1
36,17,251,203,244,0,1,1
37,16,1,203,203,1,1,1
38,40,128,203,203,1,1,1
39,24,345,203,203,1,0,1
40,25,616,203,250,0,0,0
41,67,227,203,203,1,1,1
42,94,169,203,203,1,1,1
43,43,149,203,203,1,1,1
44,42,524,203,203,1,0,1
45,60,644,203,248,1,0,1
46,42,516,203,250,0,1,1
47,11,658,203,257,0,0,0
48,60,623,203,331,0,1,1
49,69,484,203,226,1,1,1
50,20,500,203,241,0,1,1
51,38,567,203,238,0,1,1
52,24,565,203,242,0,1,1
53,15,247,203,247,0,1,1
54,28,378,203,203,1,1,1
55,28,632,203,237,0,1,1
56,22,288,203,246,0,1,1
57,52,317,203,203,1,1,1
58,20,575,203,254,0,0,0
59,22,690,203,237,0,0,0
60,17,725,203,251,0,0,0
61,22,588,203,234,0,0,0
62,35,569,203,248,0,1,1
63,30,623,203,225,0,1,1
64,14,247,203,247,0,1,1
65,45,341,203,203,1,1,1
66,46,651,203,261,1,1,1
67,42,324,203,244,0,1,1
68,36,115,203,203,1,1,1
69,33,681,203,251,0,0,0
70,48,654,203,242,0,0,0
71,33,602,203,250,0,1,1
72,33,628,203,247,0,1,1
73,22,248,203,246,0,1,1
74,47,434,203,203,1,0,1
75,124,656,203,252,0,1,1
76,32,689,203,248,0,0,0
77,65,726,203,257,0,0,0
78,137,527,203,246,0,1,1
79,154,395,203,203,1,0,1
80,27,247,203,235,0,1,1
81,25,404,203,203,1,0,1
82,138,649,203,252,0,1,1
83,31,323,203,236,0,1,1
84,64,244,203,203,1,1,1
85,69,457,203,203,1,0,1
86,32,668,203,246,0,0,0
87,29,657,203,236,0,0,0
88,20,568,203,245,0,0,0
89,32,350,203,259,0,1,1
90,98,413,203,203,1,1,1
91,146,561,203,226,0,1,1
92,33,425,203,239,0,1,1
93,39,376,203,203,1,0,1
94,34,518,203,242,0,1,1
95,33,539,203,242,0,0,0
96,46,675,203,248,0,1,1
97,18,561,203,245,0,0,0
98,32,634,203,243,0,0,0
99,37,723,203,243,0,0,0
100,29,282,203,264,0,1,1
MVS0409.02L SIGMA 100 Measurements per MVS | MVS Nr.: 11
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,36,664,203,254,0,0,0
2,46,631,203,248,0,0,0
3,57,708,203,252,0,0,0
4,48,647,203,249,0,0,0
5,64,660,203,241,0,0,0
6,37,626,203,249,0,0,0
7,46,637,203,248,0,0,0
8,81,659,203,244,0,1,1
9,44,667,203,252,0,0,0
10,44,701,203,250,0,0,0
11,41,725,203,256,0,0,0
12,52,505,203,256,0,1,1
13,21,636,203,250,0,0,0
14,18,637,203,243,0,0,0
15,17,715,203,249,0,0,0
16,27,658,203,257,0,0,0
17,41,588,203,243,0,0,0
18,40,556,203,241,0,0,0
19,30,596,203,249,0,0,0
20,24,697,203,253,0,0,0
21,30,620,203,243,0,1,1
22,26,294,203,248,0,1,1
23,43,431,203,203,1,0,1
24,52,555,203,242,0,1,1
25,40,687,203,248,0,0,0
26,25,653,203,256,0,0,0
27,31,691,203,252,0,0,0
28,32,614,203,266,0,0,0
29,47,670,203,241,0,0,0
30,33,640,203,241,0,0,0
31,19,634,203,253,0,0,0
32,26,619,203,253,0,0,0
33,21,648,203,248,0,0,0
34,18,640,203,255,0,0,0
35,22,651,203,250,0,0,0
36,30,508,203,244,0,0,0
37,39,625,203,236,0,1,1
38,30,704,203,248,0,0,0
39,14,276,203,253,0,1,1
40,19,364,203,203,1,0,1
41,31,493,203,245,0,1,1
42,29,646,203,246,0,0,0
43,25,611,203,251,0,0,0
44,39,643,203,252,0,0,0
45,34,663,203,250,0,0,0
46,38,679,203,245,0,0,0
47,34,676,203,257,0,0,0
48,24,615,203,243,0,0,0
49,28,688,203,252,0,0,0
50,36,686,203,246,0,0,0
51,19,701,203,256,0,0,0
52,68,682,203,254,0,1,1
53,84,691,203,249,0,0,0
54,50,704,203,251,0,0,0
55,42,649,203,249,0,0,0
56,34,713,203,262,0,0,0
57,25,669,203,242,0,0,0
58,36,698,203,235,0,1,1
59,39,649,203,250,0,0,0
60,31,659,203,233,0,0,0
61,36,682,203,253,0,0,0
62,48,272,203,246,0,1,1
63,21,305,203,203,1,0,1
64,25,570,203,254,0,0,0
65,39,647,203,235,0,0,0
66,41,599,203,250,0,0,0
67,50,661,203,258,0,0,0
68,21,696,203,238,0,0,0
69,25,620,203,248,0,0,0
70,27,664,203,245,0,0,0
71,25,637,203,240,0,0,0
72,35,634,203,241,0,0,0
73,25,672,203,245,0,0,0
74,44,665,203,257,1,1,1
75,61,683,203,247,0,0,0
76,39,668,203,247,0,0,0
77,27,649,203,250,0,0,0
78,40,652,203,243,0,0,0
79,26,607,203,240,0,0,0
80,29,670,203,245,0,0,0
81,69,605,203,246,0,1,1
82,38,674,203,249,1,1,1
83,55,703,203,257,0,0,0
84,32,684,203,259,0,0,0
85,49,637,203,248,0,0,0
86,47,674,203,241,0,0,0
87,49,645,203,242,0,0,0
88,73,648,203,246,0,0,0
89,52,664,203,256,0,1,1
90,51,671,203,246,0,0,0
91,52,663,203,237,0,1,1
92,60,667,203,247,0,0,0
93,28,685,203,240,0,0,0
94,49,661,203,250,0,1,1
95,29,668,203,244,0,0,0
96,58,655,203,252,0,0,0
97,26,670,203,258,0,1,1
98,56,649,203,256,0,0,0
99,48,687,203,236,0,0,0
100,28,687,203,236,0,0,0
MVS0409.02L SIGMA 100 Measurements per MVS | MVS Nr.: 12
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,39,499,203,248,0,1,1
2,32,662,203,250,0,0,0
3,28,395,203,241,0,1,1
4,21,276,203,253,0,1,1
5,25,116,203,203,1,1,1
6,14,248,203,247,0,1,1
7,20,41,203,203,1,1,1
8,26,293,203,203,1,1,1
9,18,431,203,251,0,1,1
10,12,487,203,253,0,1,1
11,23,418,203,242,0,1,1
12,11,470,203,246,0,1,1
13,24,311,203,238,0,1,1
14,17,408,203,252,0,1,1
15,14,568,203,253,0,0,0
16,24,417,203,252,0,1,1
17,20,529,203,241,0,1,1
18,27,499,203,239,0,0,0
19,19,546,203,242,0,1,1
20,26,428,203,245,0,1,1
21,20,594,203,241,0,0,0
22,14,680,203,254,0,0,0
23,34,267,203,244,0,1,1
24,37,212,203,203,1,1,1
25,27,581,203,236,0,0,0
26,28,572,203,244,0,1,1
27,8,250,203,250,0,1,1
28,22,85,203,203,1,1,1
29,23,366,203,253,0,1,1
30,24,376,203,238,0,1,1
31,58,624,203,249,0,1,1
32,20,276,203,240,0,1,1
33,23,369,203,239,0,1,1
34,10,246,203,246,0,1,1
35,10,0,203,203,1,1,1
36,8,237,203,203,1,1,1
37,15,270,203,245,0,1,1
38,18,246,203,245,0,1,1
39,17,12,203,203,1,1,1
40,12,0,203,203,1,1,1
41,26,265,203,203,1,0,1
42,22,249,203,245,0,1,1
43,23,221,203,203,1,1,1
44,12,243,203,242,0,1,1
45,15,0,203,203,1,1,1
46,11,0,203,203,1,1,1
47,19,333,203,203,1,0,1
48,19,364,203,235,0,1,1
49,27,439,203,234,0,1,1
50,10,237,203,236,0,1,1
51,11,0,203,203,1,1,1
52,11,357,203,203,1,0,1
53,20,243,203,241,0,1,1
54,16,152,203,203,1,1,1
55,158,527,203,215,1,1,1
56,181,325,203,209,1,1,1
57,109,222,203,203,1,1,1
58,45,636,203,252,1,0,1
59,62,657,203,237,0,0,0
60,51,668,203,255,0,0,0
61,45,704,203,254,0,0,0
62,74,701,203,255,0,0,0
63,64,684,203,253,0,1,1
64,47,706,203,246,0,0,0
65,97,704,203,249,0,1,1
66,73,717,203,246,0,1,1
67,67,767,203,244,0,0,0
68,45,762,203,247,0,0,0
69,76,769,203,250,0,0,0
70,75,730,203,250,0,1,1
71,74,749,203,250,0,1,1
72,90,749,203,251,0,1,1
73,81,770,203,239,0,0,0
74,80,777,203,257,0,0,0
75,68,761,203,256,0,0,0
76,68,757,203,250,0,0,0
77,75,746,203,263,0,0,0
78,65,770,203,251,0,0,0
79,41,703,203,254,0,0,0
80,56,664,203,250,0,0,0
81,21,528,203,250,0,0,0
82,16,380,203,247,0,1,1
83,18,403,203,244,0,1,1
84,47,642,203,241,0,0,0
85,14,253,203,246,0,1,1
86,38,16,203,203,1,1,1
87,16,352,203,203,1,0,1
88,45,650,203,237,0,0,0
89,29,255,203,239,0,1,1
90,25,186,203,203,1,1,1
91,12,244,203,238,0,1,1
92,21,4,203,203,1,1,1
93,33,387,203,203,1,1,1
94,21,538,203,253,0,0,0
95,33,566,203,250,0,1,1
96,40,614,203,242,0,1,1
97,66,676,203,241,0,0,0
98,38,589,203,253,0,1,1
99,34,618,203,256,0,0,0
100,12,388,203,241,0,1,1
MVS0409.02L SIGMA 100 Measurements per MVS | MVS Nr.: 13
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,77,761,203,262,0,0,0
2,82,813,203,260,0,0,0
3,82,773,203,263,0,0,0
4,110,787,203,258,0,0,0
5,82,776,203,256,0,1,1
6,87,763,203,253,0,0,0
7,100,753,203,256,0,1,1
8,82,791,203,252,0,0,0
9,76,794,203,254,0,0,0
10,59,776,203,261,0,0,0
11,45,788,203,265,0,0,0
12,28,768,203,258,0,0,0
13,166,804,203,271,0,0,0
14,77,782,203,252,0,0,0
15,96,816,203,259,0,0,0
16,81,810,203,252,0,0,0
17,90,795,203,263,0,1,1
18,76,794,203,260,0,1,1
19,59,780,203,254,0,0,0
20,72,785,203,260,0,0,0
21,89,758,203,261,0,0,0
22,84,744,203,260,0,0,0
23,76,730,203,259,0,0,0
24,84,748,203,255,0,0,0
25,64,736,203,253,0,1,1
26,65,751,203,259,0,1,1
27,79,788,203,257,0,0,0
28,101,789,203,258,0,0,0
29,84,796,203,254,0,0,0
30,104,794,203,262,0,1,1
31,60,816,203,263,0,0,0
32,133,782,203,248,0,0,0
33,105,794,203,265,0,0,0
34,93,769,203,267,0,0,0
35,80,786,203,245,0,0,0
36,80,753,203,252,0,0,0
37,34,789,203,265,0,0,0
38,86,794,203,278,0,0,0
39,63,775,203,268,0,0,0
40,57,821,203,267,0,0,0
41,55,753,203,266,0,0,0
42,79,743,203,253,0,0,0
43,71,753,203,252,0,0,0
44,107,789,203,254,0,1,1
45,122,774,203,248,0,0,0
46,85,785,203,247,0,0,0
47,62,816,203,255,0,0,0
48,71,801,203,256,0,0,0
49,103,781,203,263,0,0,0
50,84,812,203,258,0,0,0
51,97,815,203,262,0,0,0
52,106,815,203,250,0,1,1
53,122,768,203,258,0,1,1
54,155,791,203,262,0,1,1
55,110,776,203,249,0,1,1
56,86,805,203,266,0,0,0
57,99,787,203,266,0,0,0
58,55,793,203,259,0,0,0
59,41,829,203,268,0,0,0
60,126,774,203,246,0,0,0
61,73,792,203,251,0,0,0
62,83,758,203,272,0,0,0
63,70,780,203,259,0,0,0
64,83,800,203,260,0,1,1
65,124,780,203,260,0,0,0
66,83,773,203,258,0,0,0
67,67,771,203,259,0,0,0
68,112,760,203,257,0,1,1
69,72,722,203,252,0,0,0
70,89,740,203,264,0,0,0
71,76,749,203,245,0,0,0
72,59,759,203,256,0,0,0
73,70,751,203,258,0,0,0
74,92,784,203,266,0,0,0
75,94,753,203,255,0,0,0
76,87,772,203,256,0,0,0
77,114,749,203,268,0,0,0
78,60,793,203,260,0,0,0
79,100,795,203,245,0,0,0
80,95,781,203,254,0,0,0
81,111,776,203,268,0,1,1
82,85,796,203,268,0,0,0
83,163,792,203,249,0,1,1
84,100,789,203,260,0,0,0
85,101,765,203,254,0,0,0
86,72,775,203,264,0,0,0
87,91,767,203,254,0,0,0
88,102,807,203,268,0,0,0
89,93,758,203,253,0,0,0
90,85,766,203,268,0,0,0
91,77,791,203,263,0,0,0
92,105,799,203,253,0,1,1
93,95,792,203,266,0,1,1
94,77,773,203,258,0,1,1
95,90,765,203,254,0,0,0
96,71,792,203,259,0,0,0
97,99,823,203,261,0,0,0
98,87,818,203,267,0,0,0
99,131,742,203,268,0,0,0
100,105,799,203,253,0,0,0
MVS0409.02L SIGMA 100 Measurements per MVS | MVS Nr.: 14
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,50,693,203,254,0,0,0
2,51,616,203,263,0,1,1
3,83,754,203,257,0,1,1
4,79,630,203,261,0,1,1
5,77,679,203,261,0,1,1
6,107,765,203,262,0,1,1
7,46,755,203,262,0,1,1
8,47,767,203,260,0,0,0
9,57,806,203,258,0,0,0
10,61,754,203,252,0,0,0
11,78,736,203,262,0,1,1
12,70,740,203,256,0,1,1
13,47,769,203,251,0,0,0
14,72,687,203,260,0,0,0
15,51,730,203,246,0,1,1
16,44,751,203,256,0,0,0
17,58,711,203,267,0,0,0
18,73,651,203,262,0,1,1
19,40,760,203,260,0,0,0
20,56,773,203,257,0,0,0
21,45,754,203,257,0,0,0
22,49,727,203,256,0,0,0
23,93,703,203,250,0,1,1
24,57,728,203,255,0,0,0
25,40,734,203,262,0,0,0
26,66,758,203,264,0,1,1
27,100,672,203,262,0,1,1
28,60,735,203,263,0,1,1
29,100,689,203,259,0,1,1
30,48,753,203,252,0,0,0
31,94,673,203,251,0,1,1
32,59,753,203,263,0,1,1
33,37,763,203,263,0,0,0
34,96,642,203,262,0,1,1
35,109,684,203,260,0,1,1
36,63,770,203,257,0,0,0
37,48,772,203,251,0,0,0
38,84,655,203,262,0,1,1
39,86,754,203,256,0,1,1
40,78,629,203,256,0,1,1
41,30,746,203,258,0,0,0
42,78,628,203,263,0,1,1
43,44,651,203,260,0,1,1
44,52,556,203,256,0,1,1
45,41,779,203,258,0,0,0
46,65,738,203,264,0,0,0
47,67,657,203,256,0,0,0
48,49,595,203,260,0,1,1
49,40,732,203,259,0,0,0
50,54,754,203,265,0,0,0
51,58,740,203,264,0,1,1
52,81,576,203,269,0,1,1
53,54,643,203,259,0,1,1
54,73,733,203,265,0,0,0
55,106,558,203,255,0,1,1
56,73,576,203,257,0,1,1
57,56,742,203,258,0,0,0
58,55,761,203,262,0,0,0
59,62,643,203,267,0,1,1
60,55,514,203,257,0,1,1
61,45,759,203,259,0,0,0
62,85,720,203,265,0,1,1
63,33,752,203,245,0,0,0
64,69,574,203,258,0,1,1
65,76,772,203,255,0,0,0
66,108,709,203,254,0,1,1
67,55,779,203,257,0,0,0
68,56,765,203,251,0,0,0
69,46,665,203,255,0,1,1
70,79,667,203,254,0,1,1
71,51,682,203,261,0,1,1
72,50,762,203,268,0,0,0
73,68,639,203,254,0,1,1
74,64,741,203,264,0,1,1
75,71,684,203,256,0,1,1
76,47,726,203,261,0,0,0
77,72,617,203,251,0,1,1
78,79,722,203,253,0,1,1
79,95,748,203,261,0,1,1
80,53,752,203,257,0,0,0
81,46,755,203,258,0,0,0
82,92,739,203,262,0,1,1
83,57,766,203,257,0,0,0
84,53,757,203,252,0,0,0
85,67,434,203,261,0,1,1
86,85,502,203,203,1,1,1
87,54,738,203,256,0,0,0
88,38,749,203,254,0,0,0
89,39,778,203,263,0,0,0
90,78,634,203,263,0,1,1
91,89,488,203,255,0,1,1
92,80,709,203,255,0,1,1
93,101,691,203,265,0,1,1
94,67,561,203,261,0,1,1
95,54,507,203,259,0,1,1
96,73,594,203,255,0,1,1
97,76,658,203,254,0,1,1
98,43,677,203,268,0,0,0
99,73,645,203,256,0,1,1
100,80,558,203,263,0,1,1
MVS0409.02L SIGMA 100 Measurements per MVS | MVS Nr.: 15
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,70,761,203,262,0,0,0
2,71,766,203,267,0,0,0
3,45,761,203,263,0,0,0
4,42,747,203,264,0,0,0
5,36,788,203,259,0,0,0
6,89,752,203,260,0,1,1
7,88,748,203,265,0,1,1
8,47,693,203,265,0,0,0
9,37,808,203,259,0,0,0
10,83,670,203,266,0,1,1
11,51,715,203,254,0,0,0
12,67,652,203,250,0,0,0
13,85,578,203,264,0,1,1
14,82,734,203,251,0,0,0
15,58,772,203,251,0,0,0
16,76,759,203,253,0,0,0
17,61,805,203,266,0,0,0
18,66,725,203,253,0,0,0
19,52,751,203,251,0,0,0
20,69,772,203,260,0,0,0
21,61,732,203,262,0,1,1
22,52,789,203,257,0,1,1
23,60,761,203,257,0,1,1
24,44,758,203,269,0,0,0
25,59,746,203,254,0,1,1
26,52,753,203,259,0,0,0
27,71,807,203,257,0,1,1
28,82,648,203,264,0,1,1
29,55,802,203,266,0,0,0
30,54,778,203,253,0,0,0
31,46,747,203,266,0,0,0
32,25,304,203,260,0,1,1
33,64,511,203,203,1,1,1
34,98,730,203,268,0,1,1
35,58,761,203,264,0,0,0
36,91,768,203,257,0,1,1
37,64,750,203,263,0,1,1
38,60,745,203,257,0,0,0
39,56,756,203,261,0,1,1
40,34,717,203,254,0,0,0
41,69,746,203,257,0,1,1
42,101,748,203,271,0,1,1
43,75,787,203,253,0,1,1
44,74,754,203,256,0,1,1
45,76,668,203,256,0,1,1
46,47,775,203,243,0,0,0
47,45,759,203,264,0,0,0
48,70,750,203,263,0,1,1
49,97,759,203,259,0,1,1
50,84,729,203,268,0,1,1
51,69,766,203,268,0,0,0
52,92,764,203,256,0,1,1
53,62,785,203,262,0,0,0
54,84,758,203,264,0,1,1
55,73,757,203,249,0,1,1
56,64,809,203,275,0,0,0
57,60,767,203,263,0,0,0
58,61,638,203,255,0,1,1
59,59,774,203,249,0,0,0
60,44,760,203,265,0,0,0
61,48,779,203,259,0,0,0
62,66,722,203,256,0,0,0
63,83,713,203,264,0,1,1
64,37,780,203,268,0,0,0
65,41,756,203,254,0,0,0
66,71,646,203,268,0,1,1
67,91,745,203,265,0,0,0
68,50,796,203,272,0,0,0
69,40,751,203,274,0,1,1
70,61,723,203,268,0,1,1
71,87,689,203,268,0,0,0
72,79,619,203,254,0,1,1
73,77,747,203,250,0,0,0
74,49,741,203,261,0,1,1
75,55,765,203,259,0,1,1
76,46,730,203,266,0,0,0
77,30,746,203,268,0,0,0
78,57,759,203,261,0,1,1
79,34,746,203,258,0,0,0
80,70,746,203,267,0,0,0
81,90,555,203,252,0,1,1
82,36,539,203,262,1,0,1
83,64,734,203,266,0,0,0
84,73,759,203,266,0,1,1
85,39,750,203,268,0,0,0
86,84,749,203,261,0,1,1
87,34,760,203,257,0,0,0
88,80,688,203,255,0,1,1
89,46,752,203,259,0,0,0
90,74,682,203,275,0,1,1
91,85,772,203,264,0,0,0
92,57,768,203,266,0,1,1
93,77,717,203,261,0,1,1
94,65,760,203,253,0,0,0
95,45,798,203,259,0,0,0
96,98,753,203,259,0,1,1
97,38,616,203,263,0,0,0
98,50,703,203,241,0,0,0
99,53,619,203,247,0,1,1
100,45,707,203,252,0,1,1
MVS0409.02L SIGMA 100 Measurements per MVS | MVS Nr.: 16
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,80,769,203,253,0,0,0
2,72,782,203,252,0,0,0
3,76,749,203,252,0,0,0
4,67,756,203,245,0,0,0
5,55,782,203,263,0,0,0
6,52,782,203,258,0,0,0
7,75,767,203,263,0,0,0
8,81,765,203,255,0,1,1
9,101,728,203,266,0,1,1
