MVS0724.02 | 100 Measurements per MVS #1
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
90,68,848,204,208,0,1,1
91,37,843,204,278,0,0,0
92,122,767,204,259,0,1,1
93,85,843,204,258,0,0,0
94,49,841,204,256,0,0,0
95,105,821,204,258,0,1,1
96,84,838,204,246,0,0,0
97,117,842,204,249,0,1,1
98,110,753,204,266,0,1,1
99,111,815,204,249,0,1,1
100,141,755,204,242,0,1,1
MVS0724.02 | 100 Measurements per MVS  #9
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,149,726,204,264,0,1,1
2,118,909,204,252,0,0,0
3,103,939,204,269,0,0,0
4,144,903,204,282,0,1,1
5,130,913,204,255,0,0,0
6,79,927,204,296,0,0,0
7,191,884,204,265,0,0,0
8,128,884,204,256,0,0,0
9,131,864,204,263,0,1,1
10,124,836,204,262,0,0,0
11,129,865,204,269,0,1,1
12,103,838,204,250,0,0,0
13,79,874,204,240,0,0,0
14,107,859,204,251,0,0,0
15,94,858,204,255,0,1,1
16,168,823,204,254,0,1,1
17,155,810,204,249,0,0,0
18,78,871,204,252,0,0,0
19,121,918,204,258,0,0,0
20,76,961,204,264,0,0,0
21,91,948,204,285,0,1,1
22,128,921,204,254,0,0,0
23,156,918,204,262,0,0,0
24,125,918,204,276,0,0,0
25,154,924,204,262,0,1,1
26,67,949,204,259,0,0,0
27,110,901,204,270,0,0,0
28,150,872,204,271,0,0,0
29,159,872,204,243,0,1,1
30,104,844,204,245,0,1,1
31,96,863,204,250,0,0,0
32,131,844,204,248,0,0,0
33,165,809,204,253,0,1,1
34,69,860,204,261,0,1,1
35,70,857,204,256,0,0,0
36,142,839,204,256,0,1,1
37,81,884,204,282,0,0,0
38,94,879,204,262,0,1,1
39,74,896,204,282,0,0,0
40,148,858,204,267,0,1,1
41,100,897,204,266,0,0,0
42,75,932,204,260,0,0,0
43,112,900,204,257,0,0,0
44,174,843,204,257,0,0,0
45,127,864,204,280,0,1,1
46,118,869,204,258,0,0,0
47,111,870,204,252,0,0,0
48,118,834,204,266,0,0,0
49,148,821,204,261,0,0,0
50,129,822,204,248,0,0,0
51,256,769,204,281,0,1,1
52,190,878,204,256,0,1,1
53,175,858,204,264,0,1,1
54,50,888,204,265,0,0,0
55,89,883,204,291,0,0,0
56,108,902,204,251,0,0,0
57,97,907,204,263,0,0,0
58,51,956,204,299,0,0,0
59,108,921,204,256,0,0,0
60,124,907,204,261,0,0,0
61,123,878,204,269,0,0,0
62,111,881,204,277,0,0,0
63,169,746,204,279,0,1,1
64,197,738,204,245,0,1,1
65,128,863,204,257,0,0,0
66,161,834,204,248,0,1,1
67,131,843,204,248,0,0,0
68,127,845,204,261,0,0,0
69,82,888,204,279,0,0,0
70,81,872,204,266,0,0,0
71,116,844,204,272,0,1,1
72,121,846,204,254,0,1,1
73,110,874,204,257,0,0,0
74,68,881,204,248,0,0,0
75,62,915,204,326,0,1,1
76,96,894,204,259,0,1,1
77,126,880,204,258,0,0,0
78,131,883,204,256,0,0,0
79,109,893,204,271,0,0,0
80,82,932,204,271,0,0,0
81,91,935,204,271,0,0,0
82,119,916,204,262,0,0,0
83,120,892,204,278,0,0,0
84,149,868,204,249,0,0,0
85,119,845,204,265,0,0,0
86,84,872,204,291,0,0,0
87,123,871,204,298,0,0,0
88,129,848,204,257,0,1,1
89,125,872,204,249,0,0,0
90,130,845,204,260,0,1,1
91,94,818,204,268,0,0,0
92,91,864,204,259,0,0,0
93,69,862,204,273,0,0,0
94,69,887,204,263,0,0,0
95,128,858,204,251,0,0,0
96,80,902,204,265,0,0,0
97,89,934,204,271,0,0,0
98,68,963,204,257,0,0,0
99,62,949,204,260,0,0,0
100,144,866,204,276,0,1,1
MVS0724.02 | 100 Measurements per MVS  #10
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,132,882,204,271,0,0,0
2,151,786,204,273,0,1,1
3,131,858,204,266,0,0,0
4,117,875,204,265,0,0,0
5,151,870,204,262,0,1,1
6,128,836,204,261,0,0,0
7,130,908,204,264,0,0,0
8,147,832,204,260,0,0,0
9,145,883,204,252,0,1,1
10,136,902,204,260,0,1,1
11,111,794,204,254,0,0,0
12,129,862,204,256,0,1,1
13,70,955,204,270,0,0,0
14,115,847,204,264,0,0,0
15,141,827,204,259,0,0,0
16,133,908,204,248,0,0,0
17,116,886,204,261,0,0,0
18,108,837,204,269,0,0,0
19,153,756,204,268,0,0,0
20,124,891,204,271,0,1,1
21,118,906,204,259,0,0,0
22,142,899,204,254,0,0,0
23,95,923,204,252,0,0,0
24,124,845,204,276,0,0,0
25,131,855,204,268,0,0,0
26,136,814,204,274,0,0,0
27,96,841,204,247,0,0,0
28,110,887,204,274,0,0,0
29,133,864,204,266,0,1,1
30,157,889,204,247,0,0,0
31,143,867,204,268,0,0,0
32,132,817,204,269,0,0,0
33,147,879,204,255,0,0,0
34,125,901,204,272,0,0,0
35,157,865,204,272,0,0,0
36,143,864,204,267,0,0,0
37,139,834,204,267,0,0,0
38,90,912,204,271,0,0,0
39,116,878,204,274,0,0,0
40,101,839,204,264,0,0,0
41,99,905,204,264,0,1,1
42,133,902,204,266,0,0,0
43,142,881,204,257,0,0,0
44,139,891,204,256,0,1,1
45,113,882,204,264,0,0,0
46,159,856,204,273,0,0,0
47,115,863,204,270,0,0,0
48,112,877,204,278,0,0,0
49,127,870,204,272,0,0,0
50,133,841,204,265,0,0,0
51,156,876,204,278,0,0,0
52,157,908,204,273,0,0,0
53,129,887,204,269,0,0,0
54,107,889,204,253,0,0,0
55,165,829,204,265,0,1,1
56,85,868,204,253,0,1,1
57,104,847,204,261,0,0,0
58,132,835,204,276,0,0,0
59,136,841,204,267,0,0,0
60,129,882,204,269,0,1,1
61,117,839,204,267,0,0,0
62,180,858,204,274,0,0,0
63,140,889,204,258,0,1,1
64,106,917,204,258,0,0,0
65,121,872,204,270,0,0,0
66,132,868,204,263,0,0,0
67,154,866,204,266,0,0,0
68,161,841,204,267,0,0,0
69,86,810,204,272,0,0,0
70,123,914,204,271,0,0,0
71,149,857,204,257,0,0,0
72,152,859,204,267,0,1,1
73,160,873,204,259,0,1,1
74,91,889,204,284,0,0,0
75,172,849,204,277,0,1,1
76,114,813,204,257,0,0,0
77,114,787,204,270,0,0,0
78,143,751,204,275,0,0,0
79,115,802,204,270,0,0,0
80,120,784,204,257,0,0,0
81,83,797,204,274,0,1,1
82,88,667,204,263,0,1,1
83,107,880,204,265,0,0,0
84,113,898,204,271,0,0,0
85,134,841,204,267,0,0,0
86,100,830,204,278,0,0,0
87,144,847,204,272,0,0,0
88,81,915,204,280,0,0,0
89,129,799,204,281,0,1,1
90,123,839,204,256,0,0,0
91,132,836,204,259,0,0,0
92,108,881,204,268,0,0,0
93,127,833,204,277,0,0,0
94,107,884,204,264,0,0,0
95,107,704,204,267,0,1,1
96,138,900,204,261,0,0,0
97,141,872,204,255,0,0,0
98,71,775,204,256,0,0,0
99,98,811,204,252,0,0,0
100,100,827,204,256,0,0,0
