MVS0409.02L SIGMA 10000 Measurements
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
731,24,862,203,293,0,0,0
732,25,813,203,305,0,0,0
733,22,802,203,267,0,0,0
734,35,907,203,285,0,0,0
735,33,891,203,286,0,0,0
736,24,878,203,306,0,0,0
737,37,843,203,299,0,0,0
738,26,876,203,275,0,0,0
739,33,878,203,274,0,0,0
740,29,837,203,306,0,0,0
741,21,868,203,306,0,0,0
742,17,776,203,301,0,0,0
743,18,796,203,287,0,0,0
744,10,906,203,306,0,0,0
745,24,812,203,278,0,0,0
746,21,829,203,304,0,0,0
747,30,813,203,293,0,0,0
748,37,824,203,280,0,0,0
749,31,770,203,277,0,0,0
750,31,814,203,273,0,0,0
751,28,894,203,301,0,0,0
752,31,847,203,293,0,0,0
753,37,792,203,277,0,0,0
754,27,831,203,281,0,0,0
755,21,868,203,288,0,0,0
756,14,814,203,305,0,0,0
757,21,813,203,235,0,0,0
758,24,758,203,305,0,0,0
759,31,749,203,279,0,0,0
760,25,797,203,279,0,0,0
761,31,803,203,279,0,0,0
762,32,743,203,280,0,0,0
763,24,817,203,284,0,0,0
764,23,839,203,305,0,0,0
765,16,772,203,306,0,0,0
766,23,786,203,280,0,0,0
767,22,812,203,305,0,0,0
768,32,825,203,293,0,0,0
769,14,869,203,305,0,0,0
770,25,782,203,296,0,0,0
771,26,824,203,277,0,0,0
772,25,834,203,306,0,0,0
773,23,831,203,303,0,0,0
774,38,787,203,275,0,0,0
775,30,814,203,284,0,0,0
776,29,820,203,273,0,0,0
777,15,821,203,305,0,0,0
778,28,821,203,293,0,0,0
779,24,806,203,280,0,0,0
780,21,838,203,306,0,0,0
781,22,842,203,306,0,0,0
782,22,789,203,285,0,0,0
783,30,866,203,291,0,0,0
784,20,887,203,317,0,0,0
785,23,827,203,280,0,0,0
786,28,839,203,306,0,0,0
787,38,837,203,292,0,0,0
788,28,719,203,306,0,0,0
789,23,761,203,288,0,0,0
790,25,763,203,279,0,0,0
791,35,774,203,281,0,0,0
792,19,769,203,317,0,0,0
793,26,817,203,272,0,0,0
794,19,800,203,277,0,0,0
795,26,821,203,293,0,0,0
796,29,822,203,306,0,0,0
797,24,823,203,270,0,0,0
798,39,783,203,279,0,0,0
799,31,768,203,282,0,0,0
800,36,843,203,279,0,0,0
801,22,761,203,234,0,0,0
802,24,823,203,280,0,0,0
803,25,850,203,305,0,0,0
804,34,804,203,284,0,0,0
805,38,833,203,286,0,0,0
806,28,882,203,286,0,0,0
807,38,849,203,305,0,0,0
808,25,812,203,299,0,0,0
809,34,788,203,278,0,0,0
810,23,860,203,281,0,0,0
811,28,814,203,300,0,0,0
812,25,779,203,295,0,0,0
813,38,795,203,280,0,0,0
814,28,781,203,277,0,0,0
815,24,740,203,305,0,0,0
816,25,834,203,306,0,0,0
817,32,839,203,278,0,0,0
818,30,825,203,282,0,0,0
819,35,819,203,283,0,0,0
820,21,862,203,300,0,0,0
821,14,783,203,295,0,0,0
822,17,811,203,307,0,0,0
823,27,815,203,277,0,0,0
824,17,742,203,317,0,0,0
825,21,772,203,292,0,0,0
826,20,806,203,298,0,0,0
827,34,857,203,285,0,0,0
828,30,724,203,273,0,0,0
829,28,849,203,275,0,0,0
830,23,875,203,275,0,0,0
831,39,884,203,286,0,0,0
832,23,904,203,284,0,0,0
833,22,871,203,305,0,0,0
834,26,321,203,306,0,1,1
835,20,569,203,203,1,0,1
836,25,885,203,305,0,0,0
837,19,801,203,292,0,0,0
838,27,733,203,298,0,0,0
839,30,798,203,297,0,0,0
840,28,848,203,270,0,0,0
841,28,764,203,276,0,0,0
842,29,802,203,305,0,0,0
843,34,802,203,298,0,0,0
844,28,797,203,276,0,0,0
845,22,879,203,287,0,0,0
846,32,881,203,279,0,0,0
847,32,777,203,300,0,0,0
848,27,763,203,302,0,0,0
849,33,801,203,283,0,0,0
850,31,789,203,276,0,0,0
851,21,747,203,237,0,0,0
852,25,786,203,279,0,0,0
853,32,864,203,299,0,0,0
854,30,755,203,276,0,0,0
855,10,855,203,305,0,0,0
856,22,792,203,294,0,0,0
857,28,736,203,276,0,0,0
858,22,834,203,306,0,0,0
859,30,820,203,279,0,0,0
860,28,774,203,298,0,0,0
861,30,782,203,285,0,0,0
862,19,856,203,306,0,0,0
863,16,308,203,306,0,1,1
864,19,463,203,203,1,0,1
865,23,783,203,290,0,0,0
866,26,829,203,286,0,0,0
867,17,830,203,293,0,0,0
868,28,809,203,281,0,0,0
869,28,831,203,285,0,0,0
870,19,890,203,306,0,0,0
871,15,909,203,305,0,0,0
872,28,825,203,300,0,0,0
873,39,837,203,233,0,0,0
874,24,890,203,305,0,0,0
875,25,858,203,306,0,0,0
876,14,836,203,234,0,0,0
877,18,887,203,305,0,0,0
878,22,892,203,299,0,0,0
879,26,847,203,285,0,0,0
880,29,801,203,291,0,0,0
881,24,775,203,300,0,0,0
882,32,820,203,276,0,0,0
883,19,884,203,306,0,0,0
884,24,798,203,303,0,0,0
885,26,856,203,284,0,0,0
886,30,840,203,268,0,0,0
887,20,798,203,306,0,0,0
888,19,812,203,306,0,0,0
889,31,755,203,275,0,0,0
890,20,816,203,278,0,0,0
891,17,899,203,307,0,0,0
892,28,410,203,299,0,1,1
893,23,45,203,203,1,1,1
894,23,554,203,203,1,0,1
895,28,885,203,300,0,0,0
896,36,873,203,285,0,0,0
897,28,855,203,298,0,0,0
898,30,900,203,306,0,0,0
899,25,861,203,306,0,0,0
900,13,845,203,306,0,0,0
901,16,808,203,286,0,0,0
902,18,835,203,307,0,0,0
903,28,836,203,306,0,0,0
904,32,812,203,279,0,0,0
905,47,772,203,300,0,0,0
906,26,824,203,280,0,0,0
907,23,865,203,306,0,0,0
908,37,800,203,279,0,0,0
909,27,824,203,273,0,0,0
910,28,833,203,303,0,0,0
911,31,799,203,281,0,0,0
912,22,657,203,280,0,0,0
913,28,784,203,283,0,0,0
914,43,833,203,281,0,0,0
915,24,797,203,304,0,0,0
916,21,854,203,306,0,0,0
917,19,816,203,305,0,0,0
918,20,793,203,299,0,0,0
919,32,778,203,280,0,0,0
920,29,830,203,297,0,0,0
921,13,792,203,309,0,0,0
922,17,777,203,294,0,0,0
923,17,833,203,317,0,0,0
924,22,861,203,284,0,0,0
925,32,842,203,310,0,0,0
926,38,766,203,283,0,0,0
927,38,861,203,248,0,0,0
928,25,817,203,305,0,0,0
929,16,795,203,239,0,0,0
930,18,779,203,300,0,0,0
931,22,746,203,307,0,0,0
932,23,808,203,307,0,0,0
933,19,859,203,305,0,0,0
934,23,751,203,306,0,0,0
935,27,761,203,292,0,0,0
936,19,866,203,277,0,0,0
937,21,756,203,292,0,0,0
938,14,326,203,274,0,1,1
939,19,531,203,203,1,0,1
940,26,883,203,278,0,0,0
941,29,869,203,307,0,0,0
942,30,830,203,304,0,0,0
943,22,834,203,234,0,0,0
944,17,800,203,305,0,0,0
945,17,818,203,294,0,0,0
946,15,785,203,306,0,0,0
947,16,758,203,286,0,0,0
948,28,830,203,304,0,0,0
949,23,845,203,284,0,0,0
950,33,810,203,280,0,0,0
951,28,825,203,235,0,0,0
952,37,869,203,281,0,0,0
953,36,815,203,275,0,0,0
954,24,853,203,305,0,0,0
955,20,785,203,291,0,0,0
956,35,816,203,280,0,0,0
957,10,898,203,305,0,0,0
958,19,826,203,305,0,0,0
959,21,807,203,294,0,0,0
960,21,802,203,292,0,0,0
961,23,801,203,278,0,0,0
962,36,718,203,287,0,0,0
963,34,804,203,269,0,0,0
964,32,790,203,279,0,0,0
965,13,795,203,301,0,0,0
966,13,835,203,317,0,0,0
967,23,795,203,282,0,0,0
968,25,873,203,277,0,0,0
969,24,845,203,307,0,0,0
970,29,821,203,287,0,0,0
971,29,856,203,275,0,0,0
972,38,822,203,306,0,0,0
973,29,793,203,274,0,0,0
974,26,776,203,277,0,0,0
975,17,825,203,307,0,0,0
976,33,738,203,293,0,0,0
977,32,791,203,293,0,0,0
978,13,301,203,300,0,1,1
979,18,556,203,203,1,0,1
980,30,831,203,305,0,0,0
981,31,806,203,276,0,0,0
982,33,812,203,300,0,0,0
983,36,842,203,296,0,0,0
984,25,815,203,282,0,0,0
985,39,773,203,282,0,0,0
986,28,747,203,289,0,0,0
987,33,785,203,277,0,0,0
988,25,799,203,285,0,0,0
989,27,849,203,291,0,0,0
990,18,855,203,307,0,0,0
991,15,307,203,305,0,1,1
992,39,481,203,203,1,0,1
993,20,848,203,305,0,0,0
994,23,859,203,305,0,0,0
995,21,773,203,236,0,0,0
996,32,834,203,283,0,0,0
997,27,799,203,306,0,0,0
998,16,789,203,289,0,0,0
999,26,768,203,287,0,0,0
1000,33,850,203,280,0,0,0
