0, 45260 
1, 46614 
2, 46425 
3, 46544 
4, 46558 
5, 46669 
6, 46675 
7, 46640 
8, 46576 
9, 46668 
10, 46700 
11, 46383 
12, 46542 
13, 46658 
14, 46644 
15, 46668 
16, 46670 
17, 46666 
18, 46676 
19, 46713 
20, 46369 
21, 46524 
22, 46629 
23, 46657 
24, 46676 
25, 46677 
26, 46674 
27, 46644 
28, 42636 
29, 4914 
30, 1648 
31, 1425 
32, 1388 
33, 1367 
34, 1386 
35, 1372 
36, 1383 
37, 1384 
38, 1360 
39, 1350 
40, 1353 
41, 1336 
42, 1347 
43, 1332 
44, 1321 
45, 1319 
46, 1354 
47, 1359 
48, 1328 
49, 1334 
50, 43778 
51, 46615 
52, 46803 
53, 46860 
54, 46832 
55, 46832 
56, 46867 
57, 46638 
58, 46440 
59, 46451 
60, 46307 
61, 46695 
62, 46732 
63, 46762 
64, 46830 
65, 46864 
66, 46850 
67, 46579 
68, 46728 
69, 46763 
70, 46797 
71, 46812 
72, 46854 
73, 46828 
74, 46871 
75, 46895 
76, 46518 
77, 46696 
78, 46743 
79, 46812 
80, 46841 
81, 46857 
82, 46843 
83, 46894 
84, 46878 
85, 46684 
86, 46674 
87, 46746 
88, 46825 
89, 46829 
90, 46868 
91, 46819 
92, 46840 
93, 46881 
94, 46867 
95, 46596 
96, 46685 
97, 46770 
98, 46835 
99, 46866 
100, 46845 
101, 46908 
102, 46874 
103, 46887 
104, 46502 
105, 46680 
106, 46763 
107, 46811 
108, 46859 
109, 46808 
110, 46860 
111, 46828 
112, 46886 
113, 46665 
114, 46666 
115, 46740 
116, 46803 
117, 46873 
118, 46853 
119, 46824 
120, 46876 
121, 46868 
122, 46877 
123, 46688 
124, 46742 
125, 46806 
126, 46866 
127, 46842 
128, 46884 
129, 46847 
130, 46905 
131, 46897 
132, 46565 
133, 46710 
134, 46788 
135, 46844 
136, 46871 
137, 46852 
138, 46850 
139, 46857 
140, 46861 
141, 46584 
142, 46691 
143, 46724 
144, 46814 
145, 46886 
146, 46855 
147, 46848 
148, 46851 
149, 46868 
150, 46876 
151, 46671 
152, 46732 
153, 46784 
154, 46814 
155, 46856 
156, 46841 
157, 46864 
158, 46856 
159, 46879 
160, 46645 
161, 46712 
162, 46793 
163, 46824 
164, 46897 
165, 46853 
166, 46824 
167, 46872 
168, 46866 
169, 46603 
170, 46675 
171, 46753 
172, 46820 
173, 46849 
174, 46803 
175, 46866 
176, 46839 
177, 46891 
178, 46898 
179, 46656 
180, 46723 
181, 46798 
182, 46855 
183, 46842 
184, 46892 
185, 46856 
186, 46861 
187, 46881 
188, 46572 
189, 46736 
190, 46799 
191, 46849 
192, 46834 
193, 46880 
194, 46844 
195, 46875 
196, 46902 
197, 46538 
198, 46718 
199, 46802 
200, 46853 
201, 46821 
202, 46853 
203, 46843 
204, 46867 
205, 46874 
206, 46718 
207, 46681 
208, 46735 
209, 46803 
210, 46832 
211, 46841 
212, 46840 
213, 46832 
214, 46790 
215, 46805 
216, 46521 
217, 46567 
218, 46649 
219, 46645 
220, 46668 
221, 46680 
222, 46701 
223, 46713 
224, 46740 
225, 46386 
226, 46532 
227, 46646 
228, 46681 
229, 46689 
230, 46686 
231, 46719 
232, 46723 
233, 46730 
234, 46536 
235, 46536 
236, 46617 
237, 46659 
238, 46666 
239, 46708 
240, 46704 
241, 46707 
242, 46734 
243, 46775 
244, 46514 
245, 46609 
246, 46632 
247, 46691 
248, 46729 
249, 46722 
250, 46731 
251, 46741 
252, 46764 
253, 46409 
254, 46552 
255, 46684 
256, 46696 
257, 46693 
258, 46709 
259, 46748 
260, 46785 
261, 46767 
262, 46603 
263, 46542 
264, 46643 
265, 46693 
266, 46712 
267, 46745 
268, 46741 
269, 46774 
270, 46793 
271, 46784 
272, 46589 
273, 46672 
274, 46696 
275, 46732 
276, 46759 
277, 46776 
278, 46772 
279, 46771 
280, 46817 
281, 46492 
282, 46636 
283, 46682 
284, 46758 
285, 46756 
286, 46775 
287, 46800 
288, 46785 
289, 46794 
290, 46540 
291, 46613 
292, 46682 
293, 46733 
294, 46770 
295, 46785 
296, 46764 
297, 46781 
298, 46790 
299, 46807 
300, 46585 
301, 46680 
302, 46669 
303, 46755 
304, 46720 
305, 46763 
306, 46767 
307, 46807 
308, 46844 
309, 46566 
310, 46656 
311, 46706 
312, 46762 
313, 46778 
314, 46820 
315, 46762 
316, 46774 
317, 46798 
318, 46623 
319, 46613 
320, 46660 
321, 46722 
322, 46751 
323, 46803 
324, 46806 
325, 46791 
326, 46826 
327, 46824 
328, 46596 
329, 46634 
330, 46728 
331, 46761 
332, 46781 
333, 46792 
334, 46812 
335, 46818 
336, 46843 
337, 46538 
338, 46648 
339, 46704 
340, 46764 
341, 46775 
342, 46804 
343, 46810 
344, 46817 
345, 46822 
346, 46502 
347, 46637 
348, 46724 
349, 46776 
350, 46802 
351, 46786 
352, 46813 
353, 46821 
354, 46845 
355, 46663 
356, 46602 
357, 46680 
358, 46727 
359, 46785 
360, 46795 
